CSMA/CD Simulation Results
Tick 0325: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0326: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0327: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0328: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0329: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0330: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0331: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0332: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0333: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0334: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0335: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0336: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0337: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0338: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0339: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0340: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0341: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0342: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0343: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0344: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0345: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0346: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0347: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0348: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0349: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0350: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0351: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0352: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0353: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0354: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0355: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0356: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0357: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0358: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0359: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0360: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0361: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0362: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0363: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0364: bbbbbbbbbbbbbbbbbbbbbbbbbbbbbb_bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb b(x=30) successful (sent Frame_b_5473) 
Tick 0365: bbbbbbbbbbbbbbbbbbbbbbbbbbbbb___bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0366: bbbbbbbbbbbbbbbbbbbbbbbbbbbb_____bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0367: bbbbbbbbbbbbbbbbbbbbbbbbbbb_______bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0368: bbbbbbbbbbbbbbbbbbbbbbbbbb_________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0369: bbbbbbbbbbbbbbbbbbbbbbbbb___________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0370: bbbbbbbbbbbbbbbbbbbbbbbb_____________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0371: bbbbbbbbbbbbbbbbbbbbbbb_______________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0372: bbbbbbbbbbbbbbbbbbbbbb_________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0373: bbbbbbbbbbbbbbbbbbbbb___________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0374: bbbbbbbbbbbbbbbbbbbb_____________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0375: bbbbbbbbbbbbbbbbbbb_______________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0376: bbbbbbbbbbbbbbbbbb_________________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0377: bbbbbbbbbbbbbbbbb___________________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0378: bbbbbbbbbbbbbbbb_____________________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0379: bbbbbbbbbbbbbbb_______________________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0380: bbbbbbbbbbbbbb_________________________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0381: bbbbbbbbbbbbb___________________________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0382: bbbbbbbbbbbb_____________________________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0383: bbbbbbbbbbb_______________________________________bbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0384: bbbbbbbbbba_______________________________________cbbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0385: bbbbbbbbbaaa_____________________________________cccbbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0386: bbbbbbbbaaaaa___________________________________cccccbbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0387: bbbbbbbaaaaaaa_________________________________cccccccbbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0388: bbbbbbaaaaaaaaa_______________________________cccccccccbbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0389: bbbbbaaaaaaaaaaa_____________________________cccccccccccbbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0390: bbbbaaaaaaaaaaaaa___________________________cccccccccccccbbbbbbbbbbbbbbbbbbbbbbb 
Tick 0391: bbbaaaaaaaaaaaaaaa_________________________cccccccccccccccbbbbbbbbbbbbbbbbbbbbbb 
Tick 0392: bbaaaaaaaaaaaaaaaaa_______________________cccccccccccccccccbbbbbbbbbbbbbbbbbbbbb 
Tick 0393: baaaaaaaaaaaaaaaaaaa_____________________cccccccccccccccccccbbbbbbbbbbbbbbbbbbbb 
Tick 0394: aaaaaaaaaaaaaaaaaaaaa___________________cccccccccccccccccccccbbbbbbbbbbbbbbbbbbb 
Tick 0395: aaaaaaaaaaaaaaaaaaaaaa_________________cccccccccccccccccccccccbbbbbbbbbbbbbbbbbb 
Tick 0396: aaaaaaaaaaaaaaaaaaaaaaa_______________cccccccccccccccccccccccccbbbbbbbbbbbbbbbbb 
Tick 0397: aaaaaaaaaaaaaaaaaaaaaaaa_____________cccccccccccccccccccccccccccbbbbbbbbbbbbbbbb 
Tick 0398: aaaaaaaaaaaaaaaaaaaaaaaaa___________cccccccccccccccccccccccccccccbbbbbbbbbbbbbbb 
Tick 0399: aaaaaaaaaaaaaaaaaaaaaaaaaa_________cccccccccccccccccccccccccccccccbbbbbbbbbbbbbb 
Tick 0400: aaaaaaaaaaaaaaaaaaaaaaaaaaa_______cccccccccccccccccccccccccccccccccbbbbbbbbbbbbb 
Tick 0401: aaaaaaaaaaaaaaaaaaaaaaaaaaaa_____cccccccccccccccccccccccccccccccccccbbbbbbbbbbbb 
Tick 0402: aaaaaaaaaaaaaaaaaaaaaaaaaaaaa___cccccccccccccccccccccccccccccccccccccbbbbbbbbbbb 
Tick 0403: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa_cccccccccccccccccccccccccccccccccccccccbbbbbbbbbb 
Tick 0404: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaxccccccccccccccccccccccccccccccccccccccccbbbbbbbbb 
Tick 0405: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaxxxccccccccccccccccccccccccccccccccccccccccbbbbbbbb 
Tick 0406: aaaaaaaaaaaaaaaaaaaaaaaaaaaaxxxxxccccccccccccccccccccccccccccccccccccccccbbbbbbb 
Tick 0407: aaaaaaaaaaaaaaaaaaaaaaaaaaaxxxxxxxccccccccccccccccccccccccccccccccccccccccbbbbbb 
Tick 0408: aaaaaaaaaaaaaaaaaaaaaaaaaaxxxxxxxxxccccccccccccccccccccccccccccccccccccccccbbbbb 
Tick 0409: aaaaaaaaaaaaaaaaaaaaaaaaaxxxxxxxxxxxccccccccccccccccccccccccccccccccccccccccbbbb 
Tick 0410: aaaaaaaaaaaaaaaaaaaaaaaaxxxxxxxxxxxxxccccccccccccccccccccccccccccccccccccccccbbb 
Tick 0411: aaaaaaaaaaaaaaaaaaaaaaaxxxxxxxxxxxxxxxccccccccccccccccccccccccccccccccccccccccbb 
Tick 0412: aaaaaaaaaaaaaaaaaaaaaaxxxxxxxxxxxxxxxxxccccccccccccccccccccccccccccccccccccccccb 
Tick 0413: aaaaaaaaaaaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxcccccccccccccccccccccccccccccccccccccccc 
Tick 0414: aaaaaaaaaaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxccccccccccccccccccccccccccccccccccccccc 
Tick 0415: aaaaaaaaaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxcccccccccccccccccccccccccccccccccccccc 
Tick 0416: aaaaaaaaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxxxccccccccccccccccccccccccccccccccccccc 
Tick 0417: aaaaaaaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxxxxxcccccccccccccccccccccccccccccccccccc 
Tick 0418: aaaaaaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxccccccccccccccccccccccccccccccccccc 
Tick 0419: aaaaaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxcccccccccccccccccccccccccccccccccc 
Tick 0420: aaaaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxccccccccccccccccccccccccccccccccc 
Tick 0421: aaaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxcccccccccccccccccccccccccccccccc 
Tick 0422: aaaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxccccccccccccccccccccccccccccccc 
Tick 0423: aaaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxcccccccccccccccccccccccccccccc 
Tick 0424: aaaaaaaaaaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxccccccccccccccccccccccccccccc a(x=10) collision (retrying Frame_a_9079) c(x=50) collision (retrying Frame_c_6868) 
Tick 0425: aaaaaaaaacxcxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaxacccccccccccccccccccccccccccc 
Tick 0426: aaaaaaaacxxxcxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaxxxaccccccccccccccccccccccccccc 
Tick 0427: aaaaaaacxxxxxcxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaxxxxxacccccccccccccccccccccccccc 
Tick 0428: aaaaaacxxxxxxxcxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaxxxxxxxaccccccccccccccccccccccccc 
Tick 0429: aaaaacxxxxxxxxxcxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaxxxxxxxxxacccccccccccccccccccccccc 
Tick 0430: aaaacxxxxxxxxxxxcxxxxxxxxxxxxxxxxxxxxxxxxxxxaxxxxxxxxxxxaccccccccccccccccccccccc 
Tick 0431: aaacxxxxxxxxxxxxxcxxxxxxxxxxxxxxxxxxxxxxxxxaxxxxxxxxxxxxxacccccccccccccccccccccc 
Tick 0432: aacxxxxxxxxxxxxxxxcxxxxxxxxxxxxxxxxxxxxxxxaxxxxxxxxxxxxxxxaccccccccccccccccccccc 
Tick 0433: acxxxxxxxxxxxxxxxxxcxxxxxxxxxxxxxxxxxxxxxaxxxxxxxxxxxxxxxxxacccccccccccccccccccc 
Tick 0434: cxxxxxxxxxxxxxxxxxxxcxxxxxxxxxxxxxxxxxxxaxxxxxxxxxxxxxxxxxxxaccccccccccccccccccc 
Tick 0435: xxxxxxxxxxxxxxxxxxxxxcxxxxxxxxxxxxxxxxxaxxxxxxxxxxxxxxxxxxxxxacccccccccccccccccc 
Tick 0436: xxxxxxxxxxxxxxxxxxxxxxcxxxxxxxxxxxxxxxaxxxxxxxxxxxxxxxxxxxxxxxaccccccccccccccccc 
Tick 0437: xxxxxxxxxxxxxxxxxxxxxxxcxxxxxxxxxxxxxaxxxxxxxxxxxxxxxxxxxxxxxxxacccccccccccccccc 
Tick 0438: xxxxxxxxxxxxxxxxxxxxxxxxcxxxxxxxxxxxaxxxxxxxxxxxxxxxxxxxxxxxxxxxaccccccccccccccc 
Tick 0439: xxxxxxxxxxxxxxxxxxxxxxxxxcxxxxxxxxxaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxacccccccccccccc 
Tick 0440: xxxxxxxxxxxxxxxxxxxxxxxxxxcxxxxxxxaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaccccccccccccc 
Tick 0441: xxxxxxxxxxxxxxxxxxxxxxxxxxxcxxxxxaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxacccccccccccc 
Tick 0442: xxxxxxxxxxxxxxxxxxxxxxxxxxxxcxxxaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaccccccccccc 
Tick 0443: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxcxaxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxacccccccccc 
Tick 0444: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx_xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaccccccccc 
Tick 0445: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxacccccccc 
Tick 0446: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaccccccc 
Tick 0447: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxacccccc 
Tick 0448: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaccccc 
Tick 0449: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxacccc 
Tick 0450: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxaccc 
Tick 0451: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxacc 
Tick 0452: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxac 
Tick 0453: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxa 
Tick 0454: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0455: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0456: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0457: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0458: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0459: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0460: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0461: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0462: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0463: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0464: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0465: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0466: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0467: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0468: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0469: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0470: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0471: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0472: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0473: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0474: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0475: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0476: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0477: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0478: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0479: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0480: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0481: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0482: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0483: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0484: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0485: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0486: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0487: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0488: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0489: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0490: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0491: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0492: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0493: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0494: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0495: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
Tick 0496: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 
